,Sentiment,Score,Tweet
503,Positive,0.25,Joe Biden is winning in rural areas where Sanders romped in 2016
504,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
505,Neutral,0.0,BIG Hillary Clinton Ordered By Federal Court To Testify to On Email Scandal PLUS Schumer Threatens Supreme C
506,Negative,-0.033333333333333326,joe biden has hillary clinton s awful policy record combined with trump s obvious senility absolutely incredible to wat
507,Positive,0.8,Instead of booing Hillary Clinton looks like Rep Tlaib should have been helping Bernie win some votes in Michigan
508,Negative,-0.125,After tonight Joe Biden will likely be the Democrat nominee for President Between Hunter and James Biden s shady and
509,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
510,Negative,-0.10714285714285714,I d like to think Hillary Clinton is somewhere tonight sipping a stiff drink and saying simply Told you
511,Positive,0.25,Joe Biden is winning in rural areas where Sanders romped in 2016
512,Positive,0.26666666666666666,One thing is proven tonight with tremendous finality 25 years of demonizing Hillary Rodham Clinton really worked in
513,Neutral,0.0666666666666667,I can t believe the Dems are actually nominating Joe fucking Biden lol They may as well have just run Hillary Clinton
514,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
515,Positive,0.26666666666666666,One thing is proven tonight with tremendous finality 25 years of demonizing Hillary Rodham Clinton really worked in
516,Neutral,0.0,Democrats gave us Hillary Clinton in 2016 Democrats will likely give us Joe Biden in 2020 And if they know you ll ke
517,Neutral,0.0,I d rather have someone we can push than Orange Glo just like I d rather have had Hillary than this
518,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
519,Positive,0.4666666666666667,Joe Biden won many areas in Michigan on Tuesday that Bernie Sanders carried easily against Hillary Clinton in 2016 O
520,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
521,Negative,-0.19999999999999998,Video Former US Secretary of State Hillary Clinton says Afghan women are afraid of losing gains and she is critical of peac
522,Neutral,0.0,Who is Hillary Clin un I know who Hillary Clinton is
523,Positive,0.5,I love Hillary Clinton but this picture of her is so unnerving I feel like it s staring into my soul
524,Negative,-0.6,President Trump was so desperate to avoid facing Joe Biden in November that he engaged in dirty tricks that got himself
525,Neutral,0.0,Bernie appeared at 39 Hillary Clinton rallies in 2016 after he knew he wasn t in a positio
526,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
527,Positive,0.4,Will definitely go to bed happy knowing that Joe Biden has been nominated I fervently hope that Bernie Sanders joins Joe i
528,Neutral,0.0,I can t help thinking about this Biden isn t that much different from Hillary Clinton on the issues Big difference she
529,Negative,-0.22333333333333336,The Revolution was just hatred of Hillary Clinton And I m mad we sat through five years of mess to make it very clear
530,Positive,0.6,Good luck running the 2016 strategy love how well
531,Neutral,0.0,I d rather have someone we can push than Orange Glo just like I d rather have had Hillary than this
532,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
533,Negative,-0.19999999999999998,Let me be as clear as I can be BernieOrBust If we wanted a corrupt racist Republican Wall Street warmonger as Presid
534,Negative,-0.6,President Trump was so desperate to avoid facing Joe Biden in November that he engaged in dirty tricks that got himself
535,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
536,Positive,0.26666666666666666,One thing is proven tonight with tremendous finality 25 years of demonizing Hillary Rodham Clinton really worked in
537,Negative,-0.6,President Trump was so desperate to avoid facing Joe Biden in November that he engaged in dirty tricks that got himself
538,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
539,Neutral,0.0,I d rather have someone we can push than Orange Glo just like I d rather have had Hillary than this
540,Negative,-0.4,Biden will lose to Trump worse than Hillary Clinton lost to Trump Dems KNOW this and they re still letting it happen
541,Positive,0.4,Will definitely go to bed happy knowing that Joe Biden has been nominated I fervently hope that Bernie Sanders joins Joe i
542,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
543,Neutral,0.1,With Joe Biden over performing Hillary Clinton in Missouri and Michigan by what looks to be considerable margins we a
544,Positive,0.4,Will definitely go to bed happy knowing that Joe Biden has been nominated I fervently hope that Bernie Sanders joins Joe i
545,Neutral,0.0,1976 Michael Duk
546,Positive,0.26666666666666666,One thing is proven tonight with tremendous finality 25 years of demonizing Hillary Rodham Clinton really worked in
547,Positive,0.26666666666666666,One thing is proven tonight with tremendous finality 25 years of demonizing Hillary Rodham Clinton really worked in
548,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
549,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
550,Neutral,0.0,What do you call it when Donna Brazile leaked debate questions to Hillary Clinton in advance I call that a crime W
551,Negative,-0.15555555555555559,Macomb County Took Down Hillary Clinton It Just Canceled Bernie Sanders
552,Neutral,0.0,I d rather have someone we can push than Orange Glo just like I d rather have had Hillary than this
553,Neutral,0.0,Democrats gave us Hillary Clinton in 2016 Democrats will likely give us Joe Biden in 2020 And if they know you ll ke
554,Neutral,0.0,Hillary Clinton is not above the law yet she has a record of contempt for the rule of law Our leaders are bound by the
555,Neutral,0.0,Hillary Clinton is not above the law yet she has a record of contempt for the rule of law Our leaders are bound by the
556,Negative,-0.6,President Trump was so desperate to avoid facing Joe Biden in November that he engaged in dirty tricks that got himself
557,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
558,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
559,Neutral,0.0,I d rather have someone we can push than Orange Glo just like I d rather have had Hillary than this
560,Neutral,0.0,The Democrats are going to stuff Hillary Clinton in with a bogus brokered convention or they are going to attach her to
561,Positive,0.26666666666666666,One thing is proven tonight with tremendous finality 25 years of demonizing Hillary Rodham Clinton really worked in
562,Neutral,0.018181818181818174,in Iowa Hillary Clinton was a New York senator Biden has no real
563,Positive,0.26666666666666666,One thing is proven tonight with tremendous finality 25 years of demonizing Hillary Rodham Clinton really worked in
564,Negative,-0.125,Things that are more likely to kill you than the Wuhan virus The flu Lightning Drunk drivers Hillary Clinton Islamists Ill
565,Negative,-0.5,vids who imaginary hillary clinton is talking to or what she told them is unspecified here because it is irrelevant the importa
566,Positive,0.26666666666666666,One thing is proven tonight with tremendous finality 25 years of demonizing Hillary Rodham Clinton really worked in
567,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
568,Negative,-0.5,vids who imaginary hillary clinton is talking to or what she told them is unspecified here because it is irrelevant the importa
569,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
570,Neutral,0.0,What do you call it when Donna Brazile leaked debate questions to Hillary Clinton in advance I call that a crime W
571,Positive,0.4666666666666667,Joe Biden won many areas in Michigan on Tuesday that Bernie Sanders carried easily against Hillary Clinton in 2016 O
572,Negative,-0.10714285714285714,I d like to think Hillary Clinton is somewhere tonight sipping a stiff drink and saying simply Told you
573,Neutral,0.0,Hillary Clinton is still a prison candidate Federal judge assures Americans
574,Neutral,0.0,For rural Americans there s a difference between speaking at you and speaking to you And Vice President Biden ha
575,Positive,0.2142857142857143,Turns out there s nothing that Hillary Clinton can t do She made an otherwise electorally limited socialist a plausible can
576,Positive,0.4,Will definitely go to bed happy knowing that Joe Biden has been nominated I fervently hope that Bernie Sanders joins Joe i
577,Negative,-0.10714285714285714,I d like to think Hillary Clinton is somewhere tonight sipping a stiff drink and saying simply Told you
578,Neutral,0.07142857142857142,BTW Hillary Clinton proposed Universal Health care in the 90 s and white people large
579,Neutral,0.0,M Goldste patriciann rather Sanders supporters voted for Hillary in 2016 in
580,Positive,0.8,Instead of booing Hillary Clinton looks like Rep Tlaib should have been helping Bernie win some votes in Michigan
581,Positive,0.3,We uncovered the Clinton email scandal and we re pleased that the court authorized us to depose Mrs Clinton directly o
582,Neutral,0.0,fusey James Carville Neera Tanden Hillary Clinton Tom Perez Joe Biden The View C
583,Neutral,0.0,Democrats gave us Hillary Clinton in 2016 Democrats will likely give us Joe Biden in 2020 And if they know you ll ke
584,Neutral,0.0,Hillary Clinton slams Alberta oilfield company s misogynistic Greta
585,Positive,0.25,Joe Biden is winning in rural areas where Sanders romped in 2016
586,Neutral,0.0,I can t help thinking about this Biden isn t that much different from Hillary Clinton on the issues Big difference she
587,Negative,-0.6,President Trump was so desperate to avoid facing Joe Biden in November that he engaged in dirty tricks that got himself
588,Positive,0.4,Will definitely go to bed happy knowing that Joe Biden has been nominated I fervently hope that Bernie Sanders joins Joe i
589,Neutral,0.15,BREAKING A federal judge is ordering Hillary Clinton to be deposed to answer outstanding questions about her missing e
590,Neutral,0.0,Woah s tech guy has me blocked This is unnerving Hillary Clinton cited my work but this is what her former t
591,Positive,0.26666666666666666,One thing is proven tonight with tremendous finality 25 years of demonizing Hillary Rodham Clinton really worked in
592,Neutral,0.0,Hillary Clinton did that
593,Negative,-0.4,It is frustrating to me all the talk about how women candidates were overlooked discussions about how the women c
594,Neutral,0.0,I can t help thinking about this Biden isn t that much different from Hillary Clinton on the issues Big difference she
595,Neutral,0.0,Democrats gave us Hillary Clinton in 2016 Democrats will likely give us Joe Biden in 2020 And if they know you ll ke
596,Neutral,0.06666666666666665,hillary clinton stan twitter slowly taking over English royalist liberal twitter as the most mind numbingly infuria
597,Negative,-0.10714285714285714,I d like to think Hillary Clinton is somewhere tonight sipping a stiff drink and saying simply Told you
598,Neutral,0.0,Court rules Hillary Clinton must testify Court rules Cheryl Mills must testify Court authorizes subpoena to Google over Cl
599,Positive,0.4,Will definitely go to bed happy knowing that Joe Biden has been nominated I fervently hope that Bernie Sanders joins Joe i
600,Positive,0.4,Will definitely go to bed happy knowing that Joe Biden has been nominated I fervently hope that Bernie Sanders joins Joe i
601,Negative,-0.125,People were voting against Hillary Clinton more so than for Bernie Sanders four years ago It s tragic th
602,Negative,-0.1,SARS was 2002 2003 Clinton was Sec of State 2009 I bet it was when she was under sniper fire as she got off t
603,Positive,0.4666666666666667,Joe Biden won many areas in Michigan on Tuesday that Bernie Sanders carried easily against Hillary Clinton in 2016 One reason
604,Neutral,0.0,Throw in Al Gore and Hillary Clinton while you re at it
605,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
606,Neutral,0.0,I can t help thinking about this Biden isn t that much different from Hillary Clinton on the issues Big difference she
607,Neutral,0.0,I d rather have someone we can push than Orange Glo just like I d rather have had Hillary than this
608,Negative,-0.19999999999999998,Video Former US Secretary of State Hillary Clinton says Afghan women are afraid of losing gains and she is critical of peac
609,Positive,0.5,Judicial Watch is going to be able to question in person HillaryClinton under oath about her emails and
610,Positive,0.26666666666666666,One thing is proven tonight with tremendous finality 25 years of demonizing Hillary Rodham Clinton really worked in
611,Neutral,0.0,I can t help thinking about this Biden isn t that much different from Hillary Clinton on the issues Big difference she
612,Positive,0.4,Will definitely go to bed happy knowing that Joe Biden has been nominated I fervently hope that Bernie Sanders joins Joe i
613,Neutral,0.2,If you really cared about beating Trump you d do two things 1 Vote Biden in November 2 Admit Hillary Clinton lost 2016 b
614,Neutral,0.0,I can t help thinking about this Biden isn t that much different from Hillary Clinton on the issues Big difference she
615,Neutral,0.0,I d rather have someone we can push than Orange Glo just like I d rather have had Hillary than this
616,Negative,-0.6,President Trump was so desperate to avoid facing Joe Biden in November that he engaged in dirty tricks that got himself
617,Positive,0.35833333333333334,ONLY nominees who win with YOUNG VOTERS in the primary go on to win the general Hillary Bernie Sanders Obama Kerry How
618,Neutral,0.0,But Hillary doesn t that include your harassing and trying to silence victims of Bill Surprise you re definitely a
619,Negative,-0.15555555555555559,The County That Took Down Hillary Just Canceled Bernie via
620,Positive,0.25,Joe Biden is winning in rural areas where Sanders romped in 2016
621,Negative,-0.1,DON T WORRY IT S NOT GOING TO HAPPEN DONALD WILL DESTROY SLEEPY JOE IN SAME WAY HE DID HILLARY CLINTON
622,Positive,0.4666666666666667,Joe Biden won many areas in Michigan on Tuesday that Bernie Sanders carried easily against Hillary Clinton in 2016 One reason
623,Negative,-0.10714285714285714,I d like to think Hillary Clinton is somewhere tonight sipping a stiff drink and saying simply Told you
624,Negative,-0.6999999999999998,being a bully to Bernie supporters makes you just as bad as Trump supporters You re Kinda like t
625,Positive,0.3,You can t help but accept that part of Sanders success in 2016 was based on antipathy towards Hillary Clinton You have
626,Positive,0.4,Will definitely go to bed happy knowing that Joe Biden has been nominated I fervently hope that Bernie Sanders joins Joe i
627,Negative,-0.6999999999999998,Things are bad and you should all vote for bernie But here are the three dankest timelines 1 Bill Clinton endor
628,Negative,-0.15,They also don t seem to remember trump being elected in lieu of Hillary Clinton in 2016 Dark times
629,Neutral,0.0,What do you call it when Donna Brazile leaked debate questions to Hillary Clinton in advance I call that a crime W
630,Negative,-0.5,vids who imaginary hillary clinton is talking to or what she told them is unspecified here because it is irrelevant the importa
631,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
632,Positive,0.4666666666666667,Joe Biden won many areas in Michigan on Tuesday that Bernie Sanders carried easily against Hillary Clinton in 2016 O
633,Neutral,0.0,HQ i d also like to think that hillary clinton is somewhere tonight drinking alone and talking to herself
634,Positive,0.4666666666666667,Joe Biden won many areas in Michigan on Tuesday that Bernie Sanders carried easily against Hillary Clinton in 2016 One reason
635,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
636,Neutral,0.0,Joe Biden got a lot of votes from people who did not support Hillary Clinton in Michigan
637,Positive,0.4,Will definitely go to bed happy knowing that Joe Biden has been nominated I fervently hope that Bernie Sanders joins Joe i
638,Neutral,0.0,Of the 6 states voting today Sanders won 4 of them in 2016 Michigan North Dakota Idaho Washington state and basic
639,Positive,0.35833333333333334,ONLY nominees who win with YOUNG VOTERS in the primary go on to win the general Hillary Bernie Sanders Obama Kerry How
640,Neutral,0.0,What do you call it when Donna Brazile leaked debate questions to Hillary Clinton in advance I call that a crime W
641,Positive,0.5666666666666668,Yes because winning the Democratic primary race is all that matters Hillary Clinton did a great job at that too
642,Positive,0.25,Hillary Clinton takes a swipe at first lady Melania Trump s cyberbullying initiative She should look closer to home htt
643,Neutral,0.0,I can t help thinking about this Biden isn t that much different from Hillary Clinton on the issues Big difference she
644,Positive,0.25,YOU ARE A FAILED PRESIDENTIAL CANDIDATE AND A PERPETUAL LIAR AT BEST
645,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
646,Negative,-0.041666666666666664,Donald J Trump the polar opposite of Hillary R Clinton
647,Neutral,0.2,Donald Trump will absolutely annihilate Joe Biden on the debate stage
648,Positive,0.8,Instead of booing Hillary Clinton looks like Rep Tlaib should have been helping Bernie win some votes in Michigan
649,Neutral,0.0,I always think of this
650,Neutral,0.0,Biden s lead isnt as big as it seems They are still counting CA UT CO amp still delegates to award
651,Positive,0.26666666666666666,One thing is proven tonight with tremendous finality 25 years of demonizing Hillary Rodham Clinton really worked in
652,Negative,-0.3,This article from Dec is crazy Warren was abt to make big progressive advances from within HRC s administration
653,Positive,0.25,Imagine supporting Hillary Clinton in this day and age
654,Positive,0.8,I m allowed to be happy that Biden is wining and still pissed as hell at what misogyny did to Hillary Clinton in 2016
655,Neutral,0.0,Dude who said anything about Clinton FYI I didn t even vote in 2016 and
656,Neutral,0.0,Donald Trump vs Hillary Clinton and see Michael Phelps or maybe 2 3 of Fire Everything goes 0 to
657,Positive,0.8,Didn t BernieSanders endorse Hillary Clinton lol your Hero Bernie will end
658,Negative,-0.4,Nobody likes Sanders Nobody will work with him Hillary Clinton That was the edge as stated by a criminal We
659,Neutral,0.0,Hillary Clinton is not above the law yet she has a record of contempt for the rule of law Our leaders are bound by the
660,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
661,Neutral,0.0,From what I understand Hillary Clinton paid him 3000000 to endorse her after the DNC cheated him out of the nomination
662,Neutral,0.0,Lock up Hillary Clinton
663,Positive,0.24999999999999997,Like I believe it was Hillary Clinton who said Never let a good disaster go to waste or was
664,Neutral,0.0,What do you call it when Donna Brazile leaked debate questions to Hillary Clinton in advance I call that a crime W
665,Neutral,0.0,I can t help thinking about this Biden isn t that much different from Hillary Clinton on the issues Big difference she
666,Positive,0.3,You can t help but accept that part of Sanders success in 2016 was based on antipathy towards Hillary Clinton You have
667,Neutral,0.0,This is not Elizabeth Warren s fault This is not the nonexistent establishment s fault This not Hillary Clinton s fa
668,Neutral,0.0,You recognize Hillary Clinton for the Women s March yet Or credit her for her work that you stole No
669,Neutral,0.0,Democrats gave us Hillary Clinton in 2016 Democrats will likely give us Joe Biden in 2020 And if they know you ll ke
670,Positive,0.25,Joe Biden is winning in rural areas where Sanders romped in 2016
671,Positive,0.3,It would have been nice if you did that earlier and you should have told that to James c
672,Positive,0.5,Ladies and Genlemen I give you Hillary Clinton The most investigated innocent person in America UNTIL proven g
673,Neutral,0.0,I hope Hillary Clinton dies and I hope I am there to see it because I will bust an enormous nut
674,Neutral,0.0666666666666667,I can t believe the Dems are actually nominating Joe fucking Biden lol They may as well have just run Hillary Clinton
675,Positive,0.2142857142857143,Turns out there s nothing that Hillary Clinton can t do She made an otherwise electorally limited socialist a plausible can
676,Positive,0.8,I m allowed to be happy that Biden is wining and still pissed as hell at what misogyny did to Hillary Clinton in 2016
677,Neutral,0.0,Federal Court Says Hillary Clinton Should Testify to Judicial Watch UNDE via
678,Neutral,0.0,I d rather have someone we can push than Orange Glo just like I d rather have had Hillary than this
679,Positive,0.5,Judicial Watch is going to be able to question in person HillaryClinton under oath about her emails and
680,Neutral,0.0,Court rules Hillary Clinton must testify Court rules Cheryl Mills must testify Court authorizes subpoena to Google over Cl
681,Neutral,0.0,Promoting Joe Biden s candidacy is aimed at eventually replacing him with Hillary Clinton 2020election Elections2020 BidenSurge
682,Negative,-0.6,President Trump was so desperate to avoid facing Joe Biden in November that he engaged in dirty tricks that got himself
683,Neutral,0.0,BIG Hillary Clinton Ordered By Federal Court To Testify to On Email Scandal PLUS Schumer Threatens Supreme C
684,Neutral,0.0,Hillary Clinton is not above the law yet she has a record of contempt for the rule of law Our leaders are bound by the
685,Positive,0.4,Hillary Clinton walking into a working class persons home is still the funniest most powerful image I ve seen
686,Neutral,0.0,VIDEO Unstable and Wobbly Joe Biden Gets Help From Campaign Advisor to Walk to Car Hillary Clinton 2 0
687,Neutral,0.0,VIDEO Unstable and Wobbly Joe Biden Gets Help From Campaign Advisor to Walk to Car Hillary Clinton 2 0
688,Negative,-0.125,After tonight Joe Biden will likely be the Democrat nominee for President Between Hunter and James Biden s shady and
689,Positive,0.8,Lol all three candidates you men
690,Neutral,0.0,VIDEO Unstable and Wobbly Joe Biden Gets Help From Campaign Advisor to Walk to Car Hillary Clinton 2 0
691,Negative,-0.10714285714285714,I d like to think Hillary Clinton is somewhere tonight sipping a stiff drink and saying simply Told you
692,Neutral,0.0,A P A C S
693,Negative,-0.10714285714285714,I d like to think Hillary Clinton is somewhere tonight sipping a stiff drink and saying simply Told you
694,Negative,-0.125,After tonight Joe Biden will likely be the Democrat nominee for President Between Hunter and James Biden s shady and
695,Negative,-0.10714285714285714,I d like to think Hillary Clinton is somewhere tonight sipping a stiff drink and saying simply Told you
696,Negative,-0.9,Man 2016 voters of all stripes really fucking hated Hillary Clinton huh
697,Negative,-0.15555555555555559,Read This The County That Took Down Hillary Just Canceled Bernie
698,Positive,0.25,Joe Biden is winning in rural areas where Sanders romped in 2016
699,Positive,0.26666666666666666,One thing is proven tonight with tremendous finality 25 years of demonizing Hillary Rodham Clinton really worked in
700,Neutral,0.0,Court rules Hillary Clinton must testify Court rules Cheryl Mills must testify Court authorizes subpoena to Google over Cl
701,Negative,-0.125,After tonight Joe Biden will likely be the Democrat nominee for President Between Hunter and James Biden s shady and
702,Neutral,0.0,Hillary Clinton is not above the law yet she has a record of contempt for the rule of law Our leaders are bound by the
703,Neutral,0.0,I can t help thinking about this Biden isn t that much different from Hillary Clinton on the issues Big difference she
704,Positive,0.4666666666666667,Joe Biden won many areas in Michigan on Tuesday that Bernie Sanders carried easily against Hillary Clinton in 2016 O
705,Negative,-0.35,SemaHernandez What establishment This is stupid young people don t get out to vote
706,Neutral,0.0,I can t help thinking about this Biden isn t that much different from Hillary Clinton on the issues Big difference she
707,Neutral,0.0,Court rules Hillary Clinton must testify Court rules Cheryl Mills must testify Court authorizes subpoena to Google over Cl
708,Neutral,0.0,Bernie Sanders and his allies underestimated the role anti Clinton sentiment played in building his 2016 coalition https
709,Neutral,0.0,I always ask the you re helping Trump types for receipts of having criticized Hillary Clinton for helping no
710,Neutral,0.0,Hunter s lawyer is acting astounded that two federal prosecutors were at a Hillary Clinton fundraiser in 2015 in official c
711,Negative,-0.15555555555555559,The County That Took Down Hillary Just Canceled Bernie via
712,Positive,0.25,Joe Biden is winning in rural areas where Sanders romped in 2016
713,Neutral,0.055555555555555546,I m not remotely the first to say this but Bernie s strong performance in 2016 had far more to do with how terrible a po
714,Neutral,0.0,It is unforgivable what Hillary Clinton did to 12year old Cathy Shelton after she laid in a coma for a month after she was vi
715,Negative,-0.10714285714285714,I d like to think Hillary Clinton is somewhere tonight sipping a stiff drink and saying simply Told you
716,Positive,0.28125,Rashida Tlaib Haters will shut up when we win So much winning Moral of the story Don t mess with Hillary Clinton Whe
717,Positive,0.4666666666666667,Joe Biden won many areas in Michigan on Tuesday that Bernie Sanders carried easily against Hillary Clinton in 2016 One reason
718,Neutral,0.0,I can t help thinking about this Biden isn t that much different from Hillary Clinton on the issues Big difference she
719,Positive,0.4666666666666667,Joe Biden won many areas in Michigan on Tuesday that Bernie Sanders carried easily against Hillary Clinton in 2016 One reason
720,Positive,0.2142857142857143,Turns out there s nothing that Hillary Clinton can t do She made an otherwise electorally limited socialist a plausible can
721,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
722,Neutral,0.0,JOE BIDEN AND HILLARY CLINTON HAVE A LOT OF TOILETRIES ROLLS AND ROLLS FOR ALL THEIR BS
723,Neutral,0.0,VIDEO Unstable and Wobbly Joe Biden Gets Help From Campaign Advisor to Walk to Car Hillary Clinton 2 0
724,Positive,0.45,uprising These are cable news picks as the most electable Democrat in a contested primary this century 2000 Al Gore 2004 John
725,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
726,Negative,-0.15555555555555559,The County That Took Down Hillary Just Canceled Bernie via
727,Negative,-0.125,After tonight Joe Biden will likely be the Democrat nominee for President Between Hunter and James Biden s shady and
728,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
729,Negative,-0.5,vids who imaginary hillary clinton is talking to or what she told them is unspecified here because it is irrelevant the importa
730,Negative,-0.19999999999999998,Video Former US Secretary of State Hillary Clinton says Afghan women are afraid of losing gains and she is critical of peac
731,Negative,-0.19999999999999998,Video Former US Secretary of State Hillary Clinton says Afghan women are afraid of losing gains and she is critical of peac
732,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
733,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
734,Positive,0.45,uprising These are cable news picks as the most electable Democrat in a contested primary this century 2000 Al Gore 2004 John
735,Negative,-0.7,A vote for Joe Biden is a vote for Dementia Anger Issues Threats Forgetfulness Pay For Play Corruption and Lawless
736,Positive,0.35,Well to be fair two weeks ago both Biden amp Hillary Clinton were saying publicly that they couldn
737,Neutral,0.04444444444444445,I d like to see less gloating from Biden supporters tonight and more somber reflection about why he so heavily outperfo
738,Neutral,0.0,I can t help thinking about this Biden isn t that much different from Hillary Clinton on the issues Big difference she
739,Negative,-0.125,After tonight Joe Biden will likely be the Democrat nominee for President Between Hunter and James Biden s shady and
740,Neutral,0.0666666666666667,I can t believe the Dems are actually nominating Joe fucking Biden lol They may as well have just run Hillary Clinton
741,Neutral,0.0,Hillary Clinton is not above the law yet she has a record of contempt for the rule of law Our leaders are bound by the
742,Neutral,0.0,I can t help thinking about this Biden isn t that much different from Hillary Clinton on the issues Big difference she
743,Neutral,0.0,Trump when the cameras are off and he doesn t know he s being recorded Had she Hillary Clinton picked Bernie as VP
744,Negative,-0.125,After tonight Joe Biden will likely be the Democrat nominee for President Between Hunter and James Biden s shady and
745,Neutral,0.08,8 But think about it Tulsi is the ONLY Democrat to call out cabal high priestess Hillary Clinton Nobody on the payrol
746,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
747,Negative,-0.125,After tonight Joe Biden will likely be the Democrat nominee for President Between Hunter and James Biden s shady and
748,Negative,-0.10714285714285714,I d like to think Hillary Clinton is somewhere tonight sipping a stiff drink and saying simply Told you
749,Neutral,0.0,Hillary Clinton is not above the law yet she has a record of contempt for the rule of law Our leaders are bound by the
750,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
751,Neutral,0.0,HILLARYCLINTON THESTORM QANON WWG1WGA CLINTONEMAILS CLINTONCRIMEFAMILY hillaryemailsBREAKING Clinton Defense Rejected
752,Negative,-0.19999999999999998,Video Former US Secretary of State Hillary Clinton says Afghan women are afraid of losing gains and she is critical of peac
753,Negative,-0.19999999999999998,Let me be as clear as I can be BernieOrBust If we wanted a corrupt racist Republican Wall Street warmonger as Presid
754,Positive,0.4,Will definitely go to bed happy knowing that Joe Biden has been nominated I fervently hope that Bernie Sanders joins Joe i
755,Negative,-0.5,vids who imaginary hillary clinton is talking to or what she told them is unspecified here because it is irrelevant the importa
756,Positive,0.26666666666666666,One thing is proven tonight with tremendous finality 25 years of demonizing Hillary Rodham Clinton really worked in
757,Neutral,0.0,Hillary Clinton is not above the law yet she has a record of contempt for the rule of law Our leaders are bound by the
758,Neutral,0.0,Hillary Clinton lost by 79 833 votes in 2016 Just like 2016 Democrats are going to LoseWithBiden
759,Positive,0.4,Will definitely go to bed happy knowing that Joe Biden has been nominated I fervently hope that Bernie Sanders joins Joe i
760,Positive,0.2857142857142857,Hillary was right about Bernie Joe should reward her with the VP spot
761,Negative,-0.10714285714285714,I d like to think Hillary Clinton is somewhere tonight sipping a stiff drink and saying simply Told you
762,Negative,-0.4,Biden will lose to Trump worse than Hillary Clinton lost to Trump Dems KNOW this and they re still letting it hap
763,Positive,0.8,I m allowed to be happy that Biden is wining and still pissed as hell at what misogyny did to Hillary Clinton in 2016
764,Neutral,0.0,I d rather have someone we can push than Orange Glo just like I d rather have had Hillary than this
765,Neutral,0.0,I can t help thinking about this Biden isn t that much different from Hillary Clinton on the issues Big difference she
766,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
767,Neutral,0.0,Democrats gave us Hillary Clinton in 2016 Democrats will likely give us Joe Biden in 2020 And if they know you ll ke
768,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
769,Neutral,0.0,Obama Biden Admin had kids in cages and Hillary Clinton helped de
770,Neutral,0.0,Hillary Clinton is not above the law yet she has a record of contempt for the rule of law Our leaders are bound by the
771,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
772,Negative,-0.125,After tonight Joe Biden will likely be the Democrat nominee for President Between Hunter and James Biden s shady and
773,Negative,-0.19999999999999998,Let me be as clear as I can be BernieOrBust If we wanted a corrupt racist Republican Wall Street warmonger as Presid
774,Neutral,0.0666666666666667,I can t believe the Dems are actually nominating Joe fucking Biden lol They may as well have just run Hillary Clinton
