,Sentiment,Score,Tweet
369,Positive,0.45,Thank you to all of our incredible supporters and volunteers across the country tonight s victories wouldn t be possible wi
370,Positive,0.4,Donald Trump sputters through a symphony of slurred words that make Joe Biden sound like Churchill during the Battle of Britain
371,Negative,-0.08055555555555556,Time to move on to the general We have a big fight on our hands but with everyone working hard and pulling together
372,Neutral,0.08333333333333333,Joe Biden was not my first candidate he was not my second candidate and he was not my third candidate He s the ca
373,Positive,1.0,Donald Trump is the greatest hoax ever perpetrated on America
374,Negative,-0.03333333333333333,Kanefield Thread BidensCognitiveDecline is a piece of propaganda intended to splinter the left Recap Last week Trump lied a
375,Neutral,0.0,Donald Trump s campaign manager is quietly channeling money to Eric Trump s wife and Donald Trump Jr s girlfriend Th
376,Neutral,0.0,Joe Biden is going to be the Democratic nominee It s time for the Party to come together and focus on beating Donald Tru
377,Negative,-0.5,It s insane The same Mainstream Media pundits amp Democrats who attack Donald Trump for his rhetoric are praising Joe
378,Positive,0.5,Better than Donald Trump Or not voting
379,Neutral,0.0,Trump Campaign Chief Is Funneling Pay To Eric Trump s Wife Don Jr s Girlfriend Report HEY Tru
380,Neutral,0.0,Joe Biden said If you give me the honor of being your President Joe Biden knows he s not running for the Dem nomina
381,Positive,0.8,It s been a great night thank you for all of your support We re bringing this party together and it s going to take all of
382,Positive,0.22499999999999998,Joe Biden extends sincere thanks to Bernie Sanders and his supporters appealing for unity We share a common goal an
383,Positive,1.0,Our diversity is and has always been our greatest strength as a nation Donald Trump doesn t get that we need a president
384,Positive,0.6,Donald Trump has just won four more years and if you are as good at math as I think you are
385,Positive,0.8333333333333334,Nambia Diversary Pivittible Donald Trump has the best words but which one is the most best We created an interactiv
386,Neutral,0.0,Ted Nugent talk about his meeting with Donald Trump
387,Negative,-0.07777777777777779,actually MSNBC s amp Eddie Glaude hoping the coronavirus is Donald Trump s Katrina amp it could Take down his Presid
388,Neutral,0.036111111111111115,Thanks Mr president Donald j trump Thanks God it doesn t work Trying so hard to get Mr Joe
389,Neutral,0.0,Do you approve of Donald Trump s presidency LoseWithBiden ByebyeBernie SuperTuesday2
390,Positive,0.8333333333333334,Nambia Diversary Pivittible Donald Trump has the best words but which one is the most best We created an interactiv
391,Neutral,0.0,Do you approve of Donald Trump s presidency LoseWithBiden ByebyeBernie SuperTuesday2
392,Positive,0.8333333333333334,Nambia Diversary Pivittible Donald Trump has the best words but which one is the most best We created an interactiv
393,Neutral,0.0,paranoia I voted for Hillary Clinton in 2016 and learned my lesson Joe Biden and Donald Trump don t deserve my vote
394,Positive,0.8333333333333334,Nambia Diversary Pivittible Donald Trump has the best words but which one is the most best We created an interactiv
395,Negative,-0.5,It s insane The same Mainstream Media pundits amp Democrats who attack Donald Trump for his rhetoric are praising Joe
396,Neutral,0.0,darius The fact that Trump May Have Been Fleeced in Taliban Peace Deal should come as no surprise to anyone who has has the misf
397,Neutral,0.0,Joe Biden has won Michigan Joe Biden will be the Democratic nominee for president It s time for Democrats to focus th
398,Negative,-0.041666666666666664,Donald J Trump the polar opposite of Hillary R Clinton
399,Positive,0.2857142857142857,To my friends and supporters who support I was a Bernie supporter in 2016 and believe he is right in diagno
400,Negative,-0.5,It s insane The same Mainstream Media pundits amp Democrats who attack Donald Trump for his rhetoric are praising Joe
401,Negative,-0.07777777777777779,I believe the Wuhan Virus was a collusion by the Democrats with the Chinese to try and take down Donald Trump
402,Positive,0.6,Even before he declared for the presidency I fought for the principles that Donald Trump so effectively advocated in the
403,Neutral,0.15,I am a Republican but do NOT fit in with most Republicans today The party I remember is the party of Eisenhower I g
404,Neutral,0.0,This campaign is all about you and together we re going to go all the way to the White House Chip in what you can to defeat
405,Neutral,0.0,Joe Biden I want to thank Bernie Sanders and his supporters for their tireless energy and their passion We share a com
406,Positive,0.8,It s been a great night thank you for all of your support We re bringing this party together and it s going to take all of
407,Negative,-0.5,It s insane The same Mainstream Media pundits amp Democrats who attack Donald Trump for his rhetoric are praising Joe
408,Positive,0.7,Hey Biden supporters I m asking those who support Biden in good faith what are some of his policies that make hi
409,Neutral,0.0,Snowflake Harry markle brainwashed by his boss Meghan and the left
410,Negative,-0.3,Joe Biden I want to thank Bernie Sanders and his supporters for their tireless energy and their passion We share a common goal
411,Positive,0.5875,If we show up and elect Joe Biden in November then Donald Trump will go to prison It s truly as straightforward as that
412,Neutral,0.0,When the history of this epidemic is written we ll find it started with a massive cove
413,Neutral,0.08333333333333333,Joe Biden was not my first candidate he was not my second candidate and he was not my third candidate He s the ca
414,Neutral,0.0,Donald Trump s campaign manager is quietly channeling money to Eric Trump s wife and Donald Trump Jr s girlfriend Th
415,Neutral,0.0,Only Donald Trump could argue that building a wall on the Mexican border could somehow help prevent the spread of the coron
416,Neutral,0.16666666666666666,Lemme clear somethin up Joe Biden tells it like it is Donald Trump talks shit there s a difference A loving man
417,Positive,0.25,Joe Biden Donald Trump s America First policy has made America alone
418,Neutral,0.0,Do you approve of Donald Trump s presidency LoseWithBiden ByebyeBernie SuperTuesday2
419,Positive,0.5,Biden s speech sounds like a Democratic convention nomination acceptance speech It s more than a comeback It s a comeback
420,Negative,-0.2,Whatever you read in the hate filled media Donald Trump policies are working for America with the trade deals der
421,Positive,0.2857142857142857,To my friends and supporters who support I was a Bernie supporter in 2016 and believe he is right in diagno
422,Neutral,0.175,Primary elections often influence the stock market especially a victory over a powerful socialist such as Bernie S
423,Positive,0.8,It s been a great night thank you for all of your support We re bringing this party together and it s going to take all of
424,Neutral,0.10714285714285714,While public health experts caution us against large gatherings the commander in chief schedules a rally What message d
425,Negative,-0.18333333333333335,Yes Sean Hannity is an idiot and yes he s a big bore but listening to Hannity tells you exactly what Trump is thinkin
426,Positive,0.5875,If we show up and elect Joe Biden in November then Donald Trump will go to prison It s truly as straightforward as that
427,Positive,0.8,It s been a great night thank you for all of your support We re bringing this party together and it s going to take all of
428,Negative,-0.35,America is on the verge of a pandemic because Donald Trump was too incompetent to handle a virus that everyone knew wa
429,Negative,-1.0,Raise your hand if you agree that Donald Trump has been the worst POTUS in our constitutional republic s 231 year histor
430,Positive,0.25,Donald J Trump and Don Jr are the most vetted presidential candidate and son in American history Joe Biden and Hun
431,Negative,-0.05,I am a leftist fuckwidget Thinking Biden is bet
432,Negative,-0.5,It s insane The same Mainstream Media pundits amp Democrats who attack Donald Trump for his rhetoric are praising Joe
433,Positive,0.45,Thank you to all of our incredible supporters and volunteers across the country tonight s victories wouldn t be possible wi
434,Neutral,0.0,Putin s recent invitation to Trump to attend Victory Day in Moscow this spring is designed to bring the
435,Negative,-0.625,DIAPER DON HAS LOST CONTROL Donald Trump going mad may just pout Cuz no one else can figure it
436,Negative,-0.3333333333333333,Take your responsibility seriously and eject donald trump
437,Neutral,0.2,Biden thanks Bernie Sanders and his supporters and says together we will defeat Donald Trump
438,Negative,-0.0625,BREAKING NEWS Due to Coronavirus we will NOT have an election Under Martial Law Donald John TRUMP will be President f
439,Positive,0.25,Joe Biden Donald Trump s America First policy has made America alone
440,Negative,-0.125,SHADY AF Trump s campaign manager is quietly channeling money to Eric Trump s wife Lara Trump and Donald Trump Jr
441,Neutral,0.0,Donald Trump had the insight on China almost ten years ago
442,Positive,0.3333333333333333,It s been clear to me amp gets increasingly clear to me that Donald Trump is going to win another four years as POTUS I won t
443,Positive,0.8,How could I look at those three kids and tell them I m proud to support Donald Trump I can t I won t I m voting for
444,Positive,0.25,Donald J Trump and Don Jr are the most vetted presidential candidate and son in American history Joe Biden and Hun
445,Positive,0.5875,If we show up and elect Joe Biden in November then Donald Trump will go to prison It s truly as straightforward as that
446,Positive,0.4,Donald Trump sputters through a symphony of slurred words that make Joe Biden sound like Churchill during the Battle of Britain
447,Neutral,0.0,Look if y all want to vote for perverts Joe Biden and Donald Trump that s YOUR BUSINESS Don t even try to shame me into vot
448,Neutral,0.10714285714285714,While public health experts caution us against large gatherings the commander in chief schedules a rally What message d
449,Neutral,0.0,finding out Donald Trump had just become president
450,Neutral,0.0,Donald Trump got himself impeached so that tonight wouldn t happen Donald Trump got impeached so that he
451,Negative,-0.5,It s insane The same Mainstream Media pundits amp Democrats who attack Donald Trump for his rhetoric are praising Joe
452,Positive,0.30000000000000004,Junior couldn t win a debate with a dead clam Nicolle Wallace cracks up laughing at Donald Trump Jr de
453,Positive,0.30000000000000004,Junior couldn t win a debate with a dead clam Nicolle Wallace cracks up laughing at Donald Trump Jr de
454,Positive,0.2857142857142857,To my friends and supporters who support I was a Bernie supporter in 2016 and believe he is right in diagno
455,Neutral,0.10714285714285714,While public health experts caution us against large gatherings the commander in chief schedules a rally What message d
456,Positive,0.30000000000000004,Junior couldn t win a debate with a dead clam Nicolle Wallace cracks up laughing at Donald Trump Jr de
457,Neutral,0.0,serpent The difference between every Democrat nominee and Donald Trump is that the Democratic nominees were chosen by their par
458,Negative,-0.05000000000000001,Again she is full of it the left will demonize Trump for one reason IS EXPOSING THE CORRUPT POLITICIANS FROM
459,Positive,0.5875,If we show up and elect Joe Biden in November then Donald Trump will go to prison It s truly as straightforward as that
460,Positive,0.5875,If we show up and elect Joe Biden in November then Donald Trump will go to prison It s truly as straightforward as that
461,Neutral,0.0,In Washington with just under 70 reporting President Donald J Trump currently has 516 037 votes He has received m
462,Neutral,0.0,In Washington with just under 70 reporting President Donald J Trump currently has 516 037 votes He has received m
463,Neutral,0.10714285714285714,While public health experts caution us against large gatherings the commander in chief schedules a rally What message d
464,Positive,0.5875,If we show up and elect Joe Biden in November then Donald Trump will go to prison It s truly as straightforward as that
465,Neutral,0.0,This is why Moore pushes Sanders knowing that will only sway votes from Biden in the Electoral given
466,Negative,-0.33809523809523806,Donald Trump s day so far Calls it the China Virus What a sick racist fuck Says he needs to build the wall to s
467,Negative,-0.06666666666666667,remedy which one is worse then I m sure as hell not enthusiastic to vote for Biden if he
468,Positive,0.2333333333333333,With big primary wins Joe Biden took command of the Democratic race and called for unity with Bernie Sanders Together we ll
469,Neutral,0.2,Joe Biden thanks Sen Sanders supporters after projected victories in Mississippi Missouri and Michigan We share a commo
470,Neutral,0.0,Divisiveness is Donald s strategy We CANNOT beat Trump by out Trumping trump
471,Neutral,0.1,No I m not a sheep Donald Trump nearly got us into a war wit
472,Neutral,0.0,Written August 2015 You must read DAVI Donald Trump Will Demand Respect for the Office via
473,Negative,-0.35,I d still rather see Donald trump lose than see the painful tears of the shitlibs who literally lost their only cha
474,Neutral,0.0,It s like the stock market has finally realized Donald Trump is president TrumpCrash
475,Positive,0.4,Donald Trump sputters through a symphony of slurred words that make Joe Biden sound like Churchill during the Battle of Britain
476,Negative,-0.3,Joe Biden I want to thank Bernie Sanders and his supporters for their tireless energy and their passion We share a common
477,Neutral,0.2,Joe Biden thanks Sen Sanders supporters after projected victories in Mississippi Missouri and Michigan We share a commo
478,Negative,-0.325,If this story is true and I have no reason to doubt it it s outrageous that the media never reported it It s well
479,Positive,0.8,It s been a great night thank you for all of your support We re bringing this party together and it s going to take all of
480,Negative,-0.05000000000000002,Donald Trump s day so far Incoherent meltdown about Michigan Makes up word automobils Sounds like he has rabies
481,Neutral,0.2,Donald Trump ISN T going to restrict immigration He wants immigrants to come LEGALLY in the highest numbers ever Tha
482,Neutral,0.0,Look we just have irreconcilable differences and that happens Sometimes you have to let go of an abusive relationship
483,Positive,0.5875,If we show up and elect Joe Biden in November then Donald Trump will go to prison It s truly as straightforward as that
484,Neutral,0.0,Donald Trump s campaign manager is quietly channeling money to Eric Trump s wife and Donald Trump Jr s girlfriend Th
485,Neutral,0.0,Today ID MI MS MO ND and WA have the opportunity to vote for the Democratic nominee that will beat Donald Trump in
486,Negative,-0.6999999999999998,Hancock Liberals you think the GOP is bad Wait until you hear about the Democratic Party They lost to reality tv show host a
487,Positive,0.8333333333333334,Nambia Diversary Pivittible Donald Trump has the best words but which one is the most best We created an interactiv
488,Neutral,0.0,I officially do not endorse Joseph Biden for President nor Donald Trump
489,Positive,0.25,Donald Trump Knew About This Virus For Two Months And Forbid Testing To Be Done First State That Dealt With This
490,Neutral,0.0,Donald Trump has catastrophic meltdown after Joe Biden locks up the Democratic nomination
491,Neutral,0.0,Andrew Yang I hereby am endorsing Joe Biden The math says Joe is our prohibitive nominee We need to bring the party toge
492,Negative,-0.8,Idiot Trump has endorsed football coach Tubby Tuberville in US Senate runoff race in Alabama Tubby is facing the keeble
493,Positive,0.3444444444444444,This rally around Biden is all happening really quickly because the thought of four more years of Donald Trump can really
494,Positive,0.5875,If we show up and elect Joe Biden in November then Donald Trump will go to prison It s truly as straightforward as that
495,Neutral,0.15,I am a Republican but do NOT fit in with most Republicans today The party I remember is the party of Eisenhower I g
496,Neutral,0.0,Do you approve of Donald Trump s presidency LoseWithBiden ByebyeBernie SuperTuesday2
497,Positive,0.45,Tonight made one thing clear We re building the campaign that will win this nomination and defeat Donald Trump If you re
498,Positive,0.8333333333333334,Nambia Diversary Pivittible Donald Trump has the best words but which one is the most best We created an interactiv
499,Negative,-0.3,I want to thank Bernie Sanders and his campaign for their tireless energy and their passion We share a common goal A
500,Positive,0.5875,If we show up and elect Joe Biden in November then Donald Trump will go to prison It s truly as straightforward as that
501,Positive,0.6,Even before he declared for the presidency I fought for the principles that Donald Trump so effectively advocated in the
502,Neutral,0.0,ByeByeBernie congrats to all the democrats who voted for Donald Trump tonight
503,Positive,0.5875,If we show up and elect Joe Biden in November then Donald Trump will go to prison It s truly as straightforward as that
504,Neutral,0.2,Joe Biden thanks Sen Sanders supporters after projected victories in Mississippi Missouri and Michigan We share a commo
505,Positive,0.45,Thank you to all of our incredible supporters and volunteers across the country tonight s victories wouldn t be possible wi
506,Positive,0.6,It galls me to credit him in any way but Donald Trump while megalomanical to attribute it to his own hunch is going to b
507,Negative,-0.3,I want to earn every vote Let s bring this nation together We share a common goal And together we ll beat Donald Tr
508,Positive,0.6,Even before he declared for the presidency I fought for the principles that Donald Trump so effectively advocated in the
509,Negative,-0.33809523809523806,Donald Trump s day so far Calls it the China Virus What a sick racist fuck Says he needs to build the wall to s
510,Neutral,0.2,defender Real defender and real Donald Trump Hahahahahahaha
511,Positive,0.2857142857142857,To my friends and supporters who support I was a Bernie supporter in 2016 and believe he is right in diagno
512,Neutral,0.0,Hyping Joe Biden as electable has hallmarks of a pump and dump penny stock scheme It s smoke and mi
513,Neutral,0.2,Joe Biden thanks Sen Sanders supporters after projected victories in Mississippi Missouri and Michigan We share a commo
514,Neutral,0.0,Joe Biden I want to thank Bernie Sanders and his supporters for their tireless energy and their passion We share a com
515,Neutral,0.2,Joe Biden thanks Sen Sanders supporters after projected victories in Mississippi Missouri and Michigan We share a commo
516,Negative,-0.5571428571428572,Bernie Sanders just lied falsely claiming that President Trump said sick people should go to work Democrats continue t
517,Positive,0.8,It s been a great night thank you for all of your support We re bringing this party together and it s going to take all of
518,Positive,0.8,It s been a great night thank you for all of your support We re bringing this party together and it s going to take all of
519,Neutral,0.0,Donald Trump and Republicans will use the disrespect coming from the Democratic establishment not voters the elites to sw
520,Neutral,0.0,David Reminck editor of writes that coronavirus is forcing Americans to admit Donald Trump is incapable of
521,Positive,0.5875,If we show up and elect Joe Biden in November then Donald Trump will go to prison It s truly as straightforward as that
522,Positive,0.55,free Good luck with that Anti choice Republican reality TV star leverages Trump pardon in attempt to unseat John Lewis S
523,Neutral,0.0,Maybe not tonight but soon it ll be time for reconciliation between and supporters There s
524,Positive,0.8,How could I look at those three kids and tell them I m proud to support Donald Trump I can t I won t I m voting for
525,Neutral,0.0,Andrew Yang endorses Joe Biden on CNN s air The math says Joe is our prohibitive nominee We need to bring the party tog
526,Positive,0.5875,If we show up and elect Joe Biden in November then Donald Trump will go to prison It s truly as straightforward as that
527,Positive,0.5,Climate activists from the Sunrise Movement helped disrupt a Biden rally this week but they fear Donald Trump more
528,Neutral,0.0,In Washington with just under 70 reporting President Donald J Trump currently has 516 037 votes He has received m
529,Neutral,0.0,Do you approve of Donald Trump s presidency LoseWithBiden ByebyeBernie SuperTuesday2
530,Positive,0.25,The latest addition to Donald Trump s coronavirus response wish list is a corporate tax change that lobbyists have been deman
531,Neutral,0.0,Divisiveness is Donald s strategy We CANNOT beat Trump by out Trumping trump
532,Positive,0.4,Donald Trump sputters through a symphony of slurred words that make Joe Biden sound like Churchill during the Battle of Britain
533,Neutral,0.2,75 Donald Trump spoke about the ongoing fight against the spread of coronavirus and the economic effect it was having on the
534,Positive,0.22857142857142856,Andrew Yang who exited the Democratic primary race last month endorsed Joe Biden on Tuesday night I believe he s the right
535,Neutral,0.0,Trump Campaign Chief Is Funneling Pay To Eric Trump s Wife Don Jr s Girlfriend Report
536,Negative,-0.08333333333333333,Trump leads Biden in key battleground states You don t know the half of it Trump support is ALWAYS under reported Tru
537,Positive,0.22499999999999998,Joe Biden extends sincere thanks to Bernie Sanders and his supporters appealing for unity We share a common goal an
538,Positive,0.8333333333333334,Nambia Diversary Pivittible Donald Trump has the best words but which one is the most best We created an interactiv
539,Positive,0.4,Donald Trump sputters through a symphony of slurred words that make Joe Biden sound like Churchill during the Battle of Britain
540,Negative,-0.08055555555555556,Time to move on to the general We have a big fight on our hands but with everyone working hard and pulling together
541,Positive,0.5875,If we show up and elect Joe Biden in November then Donald Trump will go to prison It s truly as straightforward as that
542,Negative,-0.3,Joe Biden is so fucking presidential He IS an American President Donald Trump is not Biden2020 BidenSurge Michig
543,Neutral,0.0,Request to journalists Please ask Donald Trump to explain the concept of logarithmic growth Coronavirus COVID19
544,Neutral,0.10000000000000002,The math is now clear Joe Biden is going to be the Democratic nominee for President and is going to do everyt
545,Positive,0.25,Donald J Trump and Don Jr are the most vetted presidential candidate and son in American history Joe Biden and Hun
546,Positive,0.2857142857142857,To my friends and supporters who support I was a Bernie supporter in 2016 and believe he is right in diagno
547,Positive,0.5,This guy sounds more like Donald Trump than Donald Trump does Take a listen
548,Positive,0.8333333333333334,Nambia Diversary Pivittible Donald Trump has the best words but which one is the most best We created an interactiv
549,Neutral,0.0,In Washington with just under 70 reporting President Donald J Trump currently has 516 037 votes He has received m
550,Neutral,0.0,Donald Trump s last chance
551,Positive,0.5875,If we show up and elect Joe Biden in November then Donald Trump will go to prison It s truly as straightforward as that
552,Negative,-0.5,It s insane The same Mainstream Media pundits amp Democrats who attack Donald Trump for his rhetoric are praising Joe
553,Neutral,0.0,Bernie is done Vaccines work and are safe Donald Trump is a corrupt skell QAnon is horseshit Tabasco gt Sriracha
554,Neutral,0.0,Where Fred Christ Trump father of The Donald started THE TRUMP ORGANIZATION
555,Positive,0.5875,If we show up and elect Joe Biden in November then Donald Trump will go to prison It s truly as straightforward as that
556,Neutral,0.0,It s all a grift Americans donate to Trump s campaign Trump s campaign pays Brad Parscale s company millions Parscale
557,Positive,0.5,Not voting ensures 4 more years of Donald Trump That just hurts us all
558,Positive,0.45,Tonight made one thing clear We re building the campaign that will win this nomination and defeat Donald Trump If you re
559,Neutral,0.0,I want to thank Bernie Sanders and his supporters for their tireless energy and their passion says in Philadelp
560,Neutral,0.0,Donald Trump s campaign manager is quietly channeling money to Eric Trump s wife and Donald Trump Jr s girlfriend Th
561,Neutral,0.0,Joe Biden I want to thank Bernie Sanders and his supporters for their tireless energy and their passion We share a com
562,Neutral,0.0,Andrew Yang endorses Joe Biden on CNN s air The math says Joe is our prohibitive nominee We need to bring the party tog
563,Neutral,0.2,Biden thanks Bernie Sanders and his supporters and says together we will defeat Donald Trump
564,Positive,0.2857142857142857,Coronavirus shows Donald Trump was right all this time about China TheHill
565,Negative,-0.8,Idiot Trump has endorsed football coach Tubby Tuberville in US Senate runoff race in Alabama Tubby is facing the keeble
566,Positive,0.65,My Love And Loyalty To My President Donald J Trump is My Choice I m Proud To Be A Part Of Your Movement Mr President Ou
567,Negative,-0.3,BIDEN I want to thank Bernie Sanders and his supporters for their tireless energy and their passion We share a common go
568,Neutral,0.0,Do you approve of Donald Trump s presidency LoseWithBiden ByebyeBernie SuperTuesday2
569,Positive,0.5875,If we show up and elect Joe Biden in November then Donald Trump will go to prison It s truly as straightforward as that
570,Neutral,0.15,I am a Republican but do NOT fit in with most Republicans today The party I remember is the party of Eisenhower I g
571,Neutral,0.0,Request to journalists Please ask Donald Trump to explain the concept of logarithmic growth Coronavirus COVID19
572,Positive,0.35,Two Girls from Germany I met on the Elevator that LOVED Donald Trump then 15 minutes later met them and
573,Neutral,0.0,In Washington with just under 70 reporting President Donald J Trump currently has 516 037 votes He has received m
574,Neutral,0.0,I would personally like to congratulate Donald Trump I hope you all burn ByeByeBernie
575,Negative,-0.07142857142857144,I am angry and worried right now As are tens of millions of Americans I don t know what will happen next but what I do
576,Negative,-0.08055555555555556,Time to move on to the general We have a big fight on our hands but with everyone working hard and pulling together
577,Neutral,0.0,Steve Mnuchin met with a Russian Ambassador today and signed an agreement that included Implementation of the arrange
578,Neutral,0.0,The American Fascist Party led by Mitch McConnell and Donald unopposed Trump will now do everything possible to use
579,Positive,0.25,Donald J Trump and Don Jr are the most vetted presidential candidate and son in American history Joe Biden and Hun
580,Positive,0.4,Donald Trump sputters through a symphony of slurred words that make Joe Biden sound like Churchill during the Battle of Britain
581,Positive,0.5875,If we show up and elect Joe Biden in November then Donald Trump will go to prison It s truly as straightforward as that
582,Positive,0.4,WATCH reacts to Joe Biden s projected victory in Michigan s Democratic primary Donald Trump got himself impe
583,Positive,0.55,Why I think Trump will lose in November For the 6 months I challenged Trump in the primary a surprising of Republican
584,Neutral,0.0,Congratulations John and yes Donald Trump Jnr will be a future President of the United States 46
585,Neutral,0.0,Donald Trump is not working for anything that would benefit America
586,Positive,0.8,Who would win a US presidential election between Donald Trump and Joe Biden
587,Neutral,0.10000000000000002,The math is now clear Joe Biden is going to be the Democratic nominee for President and is going to do everyt
588,Positive,0.6,Even before he declared for the presidency I fought for the principles that Donald Trump so effectively advocated in the
589,Positive,0.2142857142857143,Turns out there s nothing that Hillary Clinton can t do She made an otherwise electorally limited socialist a plausible can
590,Positive,0.8,It s been a great night thank you for all of your support We re bringing this party together and it s going to take all of
591,Positive,0.4,Donald Trump sputters through a symphony of slurred words that make Joe Biden sound like Churchill during the Battle of Britain
592,Positive,0.4,Donald Trump sputters through a symphony of slurred words that make Joe Biden sound like Churchill during the Battle of Britain
593,Positive,0.5,This guy sounds more like Donald Trump than Donald Trump does Take a listen
594,Positive,0.8,Who would win a US presidential election between Donald Trump and Joe Biden
595,Neutral,0.2,This Is What Donald Trump wants to become Putin s closer to being president for life
596,Neutral,0.2,if we nominate joe biden then we re re electing Donald Trump as well when everything is at stake like that don t really
597,Neutral,0.1,Biden voted for the Iraq War Biden will lose in an epic landslide to Donald Tru
598,Neutral,0.0,Do you approve of Donald Trump s presidency LoseWithBiden ByebyeBernie SuperTuesday2
599,Positive,0.8,It s been a great night thank you for all of your support We re bringing this party together and it s going to take all of
600,Positive,0.8333333333333334,Nambia Diversary Pivittible Donald Trump has the best words but which one is the most best We created an interactiv
601,Neutral,0.037500000000000006,Crazy Uncle Joe We Cannot Get Re Elected Excuse Me We Can Only Re Elect Donald Trump
602,Negative,-0.33809523809523806,Donald Trump s day so far Calls it the China Virus What a sick racist fuck Says he needs to build the wall to s
603,Negative,-0.08055555555555556,Time to move on to the general We have a big fight on our hands but with everyone working hard and pulling together
604,Positive,0.8,How could I look at those three kids and tell them I m proud to support Donald Trump I can t I won t I m voting for
605,Negative,-0.3333333333333333,Take your responsibility seriously and eject donald trump
606,Positive,0.5,This guy sounds more like Donald Trump than Donald Trump does Take a listen
607,Neutral,0.0,Joe Biden I want to thank Bernie Sanders and his supporters for their tireless energy and their passion We share a com
608,Positive,0.8,It s been a great night thank you for all of your support We re bringing this party together and it s going to take all of
609,Negative,-0.35,America is on the verge of a pandemic because Donald Trump was too incompetent to handle a virus that everyone knew wa
610,Negative,-0.75,As a progressive I m disappointed that the Dem nominee in November will be a centrist But I will vote for Joe Biden be
611,Negative,-0.041666666666666664,Donald J Trump the polar opposite of Hillary R Clinton
612,Neutral,0.0,What has Donald Trump ever said about Tulsi Gabbard
613,Negative,-0.08055555555555556,Time to move on to the general We have a big fight on our hands but with everyone working hard and pulling together
614,Negative,-0.5,It s insane The same Mainstream Media pundits amp Democrats who attack Donald Trump for his rhetoric are praising Joe
615,Negative,-0.5,I wish he d endorsed Donald Trump But There was no way he d endorsed the loser and angry Bernie Senders
616,Neutral,0.2,Joe Biden thanks Sen Sanders supporters after projected victories in Mississippi Missouri and Michigan We share a commo
617,Positive,0.8333333333333334,Nambia Diversary Pivittible Donald Trump has the best words but which one is the most best We created an interactiv
618,Positive,0.2857142857142857,To my friends and supporters who support I was a Bernie supporter in 2016 and believe he is right in diagno
619,Positive,0.8333333333333334,Nambia Diversary Pivittible Donald Trump has the best words but which one is the most best We created an interactiv
620,Neutral,0.0,Do you approve of Donald Trump s presidency LoseWithBiden ByebyeBernie SuperTuesday2
621,Positive,0.5875,If we show up and elect Joe Biden in November then Donald Trump will go to prison It s truly as straightforward as that
622,Neutral,0.0,men Yeah that s not what happened Plan backfired yet again a
623,Positive,0.25,Donald J Trump and Don Jr are the most vetted presidential candidate and son in American history Joe Biden and Hun
624,Neutral,0.0,Donald Trump has catastrophic meltdown after Joe Biden locks up the Democratic nomination
625,Negative,-0.2,I wanna know WHO TF IS ALLOWING DONALD TRUMP TO OPEN UP HIS MOUTH Like sir WHAT THE FUCK
626,Neutral,0.1875,In Mississippi with 69 reporting President Donald J Trump has received more votes than any other incumbent Preside
627,Negative,-0.2,I wanna know WHO TF IS ALLOWING DONALD TRUMP TO OPEN UP HIS MOUTH Like sir WHAT THE FUCK
628,Positive,0.45,Tonight made one thing clear We re building the campaign that will win this nomination and defeat Donald Trump If you re
629,Neutral,0.0,And NOW Stage set for Biden v Trump as Democrats seek return to Obama era
630,Neutral,0.0,Trump Campaign Chief Is Funneling Pay To Eric Trump s Wife Don Jr s Girlfriend Report
631,Neutral,0.0,A source close to the coronavirus task force said President Donald Trump s continued hand shaking has worried some feder
632,Neutral,0.0,yeah she is if you re going to tell me that letting donald trump ruin the lives of mil
633,Neutral,0.042857142857142844,Maybe you re right Maybe her master plan was to run for dem nominee intentionally shit t
634,Positive,0.8333333333333334,Nambia Diversary Pivittible Donald Trump has the best words but which one is the most best We created an interactiv
635,Neutral,0.13333333333333333,Donald J Trump was the first person conceived via anal sex We know this because he s so full of shit
636,Negative,-0.3,Donald Trump ranked WORST president in US history by nearly 200 political scientists Do you agree for YES
637,Neutral,0.2,Joe Biden thanks Sen Sanders supporters after projected victories in Mississippi Missouri and Michigan We share a commo
638,Neutral,0.03333333333333333,Protect your Social Security and Medicare as in propose a budget that cuts 30 000 000 000 from Social Security and 850 000
639,Neutral,0.0,darius The fact that Trump May Have Been Fleeced in Taliban Peace Deal should come as no surprise to anyone who has has the misf
640,Negative,-0.3,Donald Trump ranked WORST president in US history by nearly 200 political scientists Do you agree for YES
641,Neutral,0.0,In Missouri President Donald J Trump 227 347 with 60 reporting has received three times the number of votes as
642,Neutral,0.0,Yes The people who need help and relief in this global pandemic are the shale companies that just happen to be owned by some
643,Positive,0.5875,If we show up and elect Joe Biden in November then Donald Trump will go to prison It s truly as straightforward as that
644,Neutral,0.0,Request to journalists Please ask Donald Trump to explain the concept of logarithmic growth Coronavirus COVID19
645,Neutral,0.0,This campaign is all about you and together we re going to go all the way to the White House Chip in what you can to defeat
646,Negative,-0.2,I wanna know WHO TF IS ALLOWING DONALD TRUMP TO OPEN UP HIS MOUTH Like sir WHAT THE FUCK
647,Neutral,0.0,Donald Trump s campaign manager is quietly channeling money to Eric Trump s wife and Donald Trump Jr s girlfriend Th
648,Neutral,0.10714285714285714,While public health experts caution us against large gatherings the commander in chief schedules a rally What message d
